Schulform;FSP;BG;Fach;Bezeichnung;KZ_Bereich;Flag;Sortierung;Sortierung2;geaendert
"GE";null;null;"I8";"Italienisch, regulärer Beginn in Jahrgang 8";0;"2";9;3;
"GE";null;null;"K0";"Japanisch, regulärer Beginn in der Einführungsphase";0;"2";11;4;
"GE";null;null;"K5";"Japanisch, regulärer Beginn in Jahrgang 5";0;"2";11;1;
"GE";null;null;"K6";"Japanisch, regulärer Beginn in Jahrgang 6";0;"2";11;2;
"GE";null;null;"K8";"Japanisch, regulärer Beginn in Jahrgang 8";0;"2";11;3;
"GE";null;null;"L0";"Lateinisch, regulärer Beginn in der Einführungsphase";0;"2";12;4;
"GE";null;null;"L5";"Lateinisch, regulärer Beginn in Jahrgang 5";0;"2";12;1;
"GE";null;null;"L6";"Lateinisch, regulärer Beginn in Jahrgang 6";0;"2";12;2;
"GE";null;null;"L8";"Lateinisch, regulärer Beginn in Jahrgang 8";0;"2";12;3;
"GE";null;null;"N0";"Niederländisch, regulärer Beginn in der Einführungsphase";0;"2";14;4;
"GE";null;null;"N5";"Niederländisch, regulärer Beginn in Jahrgang 5";0;"2";14;1;
"GE";null;null;"N6";"Niederländisch, regulärer Beginn in Jahrgang 6";0;"2";14;2;
"GE";null;null;"N8";"Niederländisch, regulärer Beginn in Jahrgang 8";0;"2";14;3;
"GE";null;null;"O0";"Portugiesisch, regulärer Beginn in der Einführungsphase";0;"2";15;4;
"GE";null;null;"O5";"Portugiesisch, regulärer Beginn in Jahrgang 5";0;"2";15;1;
"GE";null;null;"O6";"Portugiesisch, regulärer Beginn in Jahrgang 6";0;"2";15;2;
"GE";null;null;"O8";"Portugiesisch, regulärer Beginn in Jahrgang 8";0;"2";15;3;
"GE";null;null;"R0";"Russisch, regulärer Beginn in der Einführungsphase";0;"2";18;4;
"GE";null;null;"R5";"Russisch, regulärer Beginn in Jahrgang 5";0;"2";18;1;
"GE";null;null;"R6";"Russisch, regulärer Beginn in Jahrgang 6";0;"2";18;2;
"GE";null;null;"R8";"Russisch, regulärer Beginn in Jahrgang 8";0;"2";18;3;
"GE";null;null;"S0";"Spanisch, regulärer Beginn in der Einführungsphase";0;"2";19;4;
"GE";null;null;"S5";"Spanisch, regulärer Beginn in Jahrgang 5";0;"2";19;1;
"GE";null;null;"S6";"Spanisch, regulärer Beginn in Jahrgang 6";0;"2";19;2;
"GE";null;null;"S8";"Spanisch, regulärer Beginn in Jahrgang 8";0;"2";19;3;
"GE";null;null;"T0";"Türkisch, regulärer Beginn in der Einführungsphase";0;"2";20;4;
"GE";null;null;"T5";"Türkisch, regulärer Beginn in Jahrgang 5";0;"2";20;1;
"GE";null;null;"T6";"Türkisch, regulärer Beginn in Jahrgang 6";0;"2";20;2;
"GE";null;null;"T8";"Türkisch, regulärer Beginn in Jahrgang 8";0;"2";20;3;
"GE";null;null;"Z0";"Neugriechisch, regulärer Beginn in der Einführungsphase";0;"2";26;4;
"GE";null;null;"Z5";"Neugriechisch, regulärer Beginn in Jahrgang 5";0;"2";26;1;
"GE";null;null;"Z6";"Neugriechisch, regulärer Beginn in Jahrgang 6";0;"2";26;2;
"GE";null;null;"Z8";"Neugriechisch, regulärer Beginn in Jahrgang 8";0;"2";26;3;
"GE";null;null;"PX";"Projektkurs (Pseudofach: nicht für ASD)";0;"3";16;9;
"GE";null;null;"VX";"Vertiefungsfach (Pseudofach: nicht für ASD)";0;"3";22;4;
"GM";null;null;"AH";"Arbeitslehre - Schwerpunkt Hauswirtschaft (nur Regelunterricht)";0;"1";1;2;
"GM";null;null;"AL";"Arbeitslehre - Integration Hauswirtschaft, Technik, Wirtschaftslehre";0;"1";1;1;
"GM";null;null;"AM";"Unterricht in der Herkunftssprache - Arabisch";0;"1";1;7;
"GM";null;null;"AR";"Alevitische Religionslehre nach den Grundsätzen des AABF";0;"1";1;8;
"GM";null;null;"AT";"Arbeitslehre - Schwerpunkt Technik (nur Regelunterricht)";0;"1";1;3;
"GM";null;null;"AW";"Arbeitslehre - Schwerpunkt Wirtschaft (nur Regelunterricht)";0;"1";1;4;
"GM";null;null;"AX";"Arbeitslehre - Technik/Wirtschaft (nur Wahlpflichtunterricht)";0;"1";1;5;
"GM";null;null;"AY";"Arbeitslehre - Hauswirtschaft/Wirtschaft (nur Wahlpflichtunterricht)";0;"1";1;6;
"GM";null;null;"BH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bosnisch";0;"1";2;1;
"GM";null;null;"BI";"Biologie";0;"1";2;2;
"GM";null;null;"BM";"Unterricht in der Herkunftssprache - Bosnisch";0;"1";2;3;
"GM";null;null;"C0";"Chinesisch, regulärer Beginn in der Einführungsphase";0;"1";3;5;
"GM";null;null;"C5";"Chinesisch, regulärer Beginn in Jahrgang 5";0;"1";3;1;
"GM";null;null;"C6";"Chinesisch, regulärer Beginn in Jahrgang 6";0;"1";3;2;
"GM";null;null;"C7";"Chinesisch, regulärer Beginn in Jahrgang 7";0;"1";3;3;
"GM";null;null;"C8";"Chinesisch, regulärer Beginn in Jahrgang 8";0;"1";3;4;
"GM";null;null;"CH";"Chemie";0;"1";3;7;
"GM";null;null;"CM";"Unterricht in der Herkunftssprache - Kroatisch";0;"1";3;8;
"GM";null;null;"CQ";"Chinesisch, außerhalb des regulären Fachunterrichts";0;"1";3;6;
"GM";null;null;"D";"Deutsch";0;"1";4;1;
"GM";null;null;"DH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Rumänisch";0;"1";4;2;
"GM";null;null;"DS";"Darstellen und Gestalten";0;"1";4;3;
"GM";null;null;"E";"Englisch";0;"1";5;1;
"GM";null;null;"EH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Serbisch";0;"1";5;2;
"GM";null;null;"EK";"Erdkunde/Geographie";0;"1";5;3;
"GM";null;null;"EL";"Ernährungslehre (nur Bildungsgang Gymnasium)";0;"1";5;4;
"GM";null;null;"EM";"Unterricht in der Herkunftssprache - Serbisch";0;"1";5;5;
"GM";null;null;"EN";"Evangelische Religionslehre (konfessionell kooperativ)";0;"1";5;7;
"GM";null;null;"ER";"Evangelische Religionslehre";0;"1";5;6;
"GM";null;null;"F0";"Französisch, regulärer Beginn in der Einführungsphase";0;"1";6;5;
"GM";null;null;"F5";"Französisch, regulärer Beginn in Jahrgang 5";0;"1";6;1;
"GM";null;null;"F6";"Französisch, regulärer Beginn in Jahrgang 6";0;"1";6;2;
"GM";null;null;"F7";"Französisch, regulärer Beginn in Jahrgang 7";0;"1";6;3;
"GM";null;null;"F8";"Französisch, regulärer Beginn in Jahrgang 8";0;"1";6;4;
"GM";null;null;"FQ";"Französisch, außerhalb des regulären Fachunterrichts";0;"1";6;6;
"GM";null;null;"G0";"Altgriechisch, regulärer Beginn in der Einführungsphase";0;"1";7;5;
"GM";null;null;"G5";"Altgriechisch, regulärer Beginn in Jahrgang 5";0;"1";7;1;
"GM";null;null;"G6";"Altgriechisch, regulärer Beginn in Jahrgang 6";0;"1";7;2;
"GM";null;null;"G7";"Altgriechisch, regulärer Beginn in Jahrgang 7";0;"1";7;3;
"GM";null;null;"G8";"Altgriechisch, regulärer Beginn in Jahrgang 8";0;"1";7;4;
"GM";null;null;"GE";"Geschichte";0;"1";7;7;
"GM";null;null;"GH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch";0;"1";7;8;
"GM";null;null;"GL";"Gesellschaftslehre (Integration: Erdkunde, Geschichte, Politik)";0;"1";7;9;
"GM";null;null;"GM";"Unterricht in der Herkunftssprache - Neugriechisch";0;"1";7;10;
"GM";null;null;"GQ";"Altgriechisch, außerhalb des regulären Fachunterrichts";0;"1";7;6;
"GM";null;null;"H0";"Hebräisch, regulärer Beginn in der Einführungsphase";0;"1";8;5;
"GM";null;null;"H5";"Hebräisch, regulärer Beginn in Jahrgang 5";0;"1";8;1;
"GM";null;null;"H6";"Hebräisch, regulärer Beginn in Jahrgang 6";0;"1";8;2;
"GM";null;null;"H7";"Hebräisch, regulärer Beginn in Jahrgang 7";0;"1";8;3;
"GM";null;null;"H8";"Hebräisch, regulärer Beginn in Jahrgang 8";0;"1";8;4;
"GM";null;null;"HH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch";0;"1";8;7;
"GM";null;null;"HQ";"Hebräisch, außerhalb des regulären Fachunterrichts";0;"1";8;6;
"GM";null;null;"HR";"Jüdische Religionslehre";0;"1";8;8;
"GM";null;null;"HU";"Hausunterricht";0;"1";8;9;
"GM";null;null;"I0";"Italienisch, regulärer Beginn in der Einführungsphase";0;"1";9;5;
"GM";null;null;"I5";"Italienisch, regulärer Beginn in Jahrgang 5";0;"1";9;1;
"GM";null;null;"I6";"Italienisch, regulärer Beginn in Jahrgang 6";0;"1";9;2;
"GM";null;null;"I7";"Italienisch, regulärer Beginn in Jahrgang 7";0;"1";9;3;
"GM";null;null;"I8";"Italienisch, regulärer Beginn in Jahrgang 8";0;"1";9;4;
"GM";null;null;"IE";"Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote)";0;"1";9;7;
"GM";null;null;"IF";"Informatik";0;"1";9;9;
"GM";null;null;"IH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch";0;"1";9;10;
"GM";null;null;"IK";"Individuelles Lernen (dem Kernstundenkontingent entnommen)";0;"1";9;8;
"GM";null;null;"IL";"Islamische Religionslehre";0;"1";9;13;
"GM";null;null;"IM";"Unterricht in der Herkunftssprache - Italienisch";0;"1";9;11;
"GM";null;null;"IN";"Instrumentalpraktischer Grundkurs";0;"1";9;14;
"GM";null;null;"IQ";"Italienisch, außerhalb des regulären Fachunterrichts";0;"1";9;6;
"GM";null;null;"JH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch";0;"1";10;1;
"GM";null;null;"K0";"Japanisch, regulärer Beginn in der Einführungsphase";0;"1";11;5;
"GM";null;null;"K5";"Japanisch, regulärer Beginn in Jahrgang 5";0;"1";11;1;
"GM";null;null;"K6";"Japanisch, regulärer Beginn in Jahrgang 6";0;"1";11;2;
"GM";null;null;"K7";"Japanisch, regulärer Beginn in Jahrgang 7";0;"1";11;3;
"GM";null;null;"K8";"Japanisch, regulärer Beginn in Jahrgang 8";0;"1";11;4;
"GM";null;null;"KN";"Katholische Religionslehre (konfessionell kooperativ)";0;"1";11;8;
"GM";null;null;"KQ";"Japanisch, außerhalb des regulären Fachunterrichts";0;"1";11;6;
"GM";null;null;"KR";"Katholische Religionslehre";0;"1";11;7;
"GM";null;null;"KU";"Kunst";0;"1";11;9;
"GM";null;null;"L0";"Lateinisch, regulärer Beginn in der Einführungsphase";0;"1";12;5;
"GM";null;null;"L5";"Lateinisch, regulärer Beginn in Jahrgang 5";0;"1";12;1;
"GM";null;null;"L6";"Lateinisch, regulärer Beginn in Jahrgang 6";0;"1";12;2;
"GM";null;null;"L7";"Lateinisch, regulärer Beginn in Jahrgang 7";0;"1";12;3;
"GM";null;null;"L8";"Lateinisch, regulärer Beginn in Jahrgang 8";0;"1";12;4;
"GM";null;null;"LH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Albanisch";0;"1";12;7;
"GM";null;null;"LI";"Grundkurs in Literatur";0;"1";12;8;
"GM";null;null;"LM";"Unterricht in der Herkunftssprache - Albanisch";0;"1";12;9;
"GM";null;null;"LQ";"Lateinisch, außerhalb des regulären Fachunterrichts";0;"1";12;6;
"GM";null;null;"M";"Mathematik";0;"1";13;1;
"GM";null;null;"MH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Mazedonisch";0;"1";13;2;
"GM";null;null;"MM";"Unterricht in der Herkunftssprache - Mazedonisch";0;"1";13;3;
"GM";null;null;"MU";"Musik";0;"1";13;4;
"GM";null;null;"N0";"Niederländisch, regulärer Beginn in der Einführungsphase";0;"1";14;5;
"GM";null;null;"N5";"Niederländisch, regulärer Beginn in Jahrgang 5";0;"1";14;1;
"GM";null;null;"N6";"Niederländisch, regulärer Beginn in Jahrgang 6";0;"1";14;2;
"GM";null;null;"N7";"Niederländisch, regulärer Beginn in Jahrgang 7";0;"1";14;3;
"GM";null;null;"N8";"Niederländisch, regulärer Beginn in Jahrgang 8";0;"1";14;4;
"GM";null;null;"NH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Polnisch";0;"1";14;8;
"GM";null;null;"NM";"Unterricht in der Herkunftssprache - Niederländisch";0;"1";14;7;
"GM";null;null;"NQ";"Niederländisch, außerhalb des regulären Fachunterrichts";0;"1";14;6;
"GM";null;null;"NW";"Naturwissenschaften (Integration: Physik, Chemie, Biologie)";0;"1";14;9;
"GM";null;null;"O0";"Portugiesisch, regulärer Beginn in der Einführungsphase";0;"1";15;5;
"GM";null;null;"O5";"Portugiesisch, regulärer Beginn in Jahrgang 5";0;"1";15;1;
"GM";null;null;"O6";"Portugiesisch, regulärer Beginn in Jahrgang 6";0;"1";15;2;
"GM";null;null;"O7";"Portugiesisch, regulärer Beginn in Jahrgang 7";0;"1";15;3;
"GM";null;null;"O8";"Portugiesisch, regulärer Beginn in Jahrgang 8";0;"1";15;4;
"GM";null;null;"OH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Portugiesisch";0;"1";15;7;
"GM";null;null;"OM";"Unterricht in der Herkunftssprache - Portugiesisch";0;"1";15;8;
"GM";null;null;"OQ";"Portugiesisch, außerhalb des regulären Fachunterrichts";0;"1";15;6;
"GM";null;null;"OR";"Orthodoxe Religionslehre";0;"1";15;9;
"GM";null;null;"PA";"Erziehungswissenschaft/ Pädagogik (nur Bildungsg. Realschule und Gymnaisum)";0;"1";16;2;
"GM";null;null;"PH";"Physik";0;"1";16;3;
"GM";null;null;"PK";"Politik";0;"1";16;4;
"GM";null;null;"PL";"Philosophie (nur SII)";0;"1";16;5;
"GM";null;null;"PM";"Unterricht in der Herkunftssprache - Polnisch";0;"1";16;6;
"GM";null;null;"PP";"Praktische Philosophie";0;"1";16;8;
"GM";null;null;"PS";"Psychologie (nur Bildungsgang Realschule und Gymnasium)";0;"1";16;9;
"GM";null;null;"PÖ";"Politik/Ökonomische Grundbildung (Realschulbildungsgang)";0;"1";16;7;
"GM";null;null;"QH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Farsi";0;"1";17;1;
"GM";null;null;"QM";"Unterricht in der Herkunftssprache - Farsi";0;"1";17;2;
"GM";null;null;"R0";"Russisch, regulärer Beginn in der Einführungsphase";0;"1";18;5;
"GM";null;null;"R5";"Russisch, regulärer Beginn in Jahrgang 5";0;"1";18;1;
"GM";null;null;"R6";"Russisch, regulärer Beginn in Jahrgang 6";0;"1";18;2;
"GM";null;null;"R7";"Russisch, regulärer Beginn in Jahrgang 7";0;"1";18;3;
"GM";null;null;"R8";"Russisch, regulärer Beginn in Jahrgang 8";0;"1";18;4;
"GM";null;null;"RH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Arabisch";0;"1";18;7;
"GM";null;null;"RK";"Rechtskundlicher Unterricht";0;"1";18;8;
"GM";null;null;"RM";"Unterricht in der Herkunftssprache - Russisch";0;"1";18;9;
"GM";null;null;"RQ";"Russisch, außerhalb des regulären Fachunterrichts";0;"1";18;6;
"GM";null;null;"S0";"Spanisch, regulärer Beginn in der Einführungsphase";0;"1";19;5;
"GM";null;null;"S3";"Sport für Jungen";0;"1";19;11;
"GM";null;null;"S4";"Sport für Mädchen";0;"1";19;12;
"GM";null;null;"S5";"Spanisch, regulärer Beginn in Jahrgang 5";0;"1";19;1;
"GM";null;null;"S6";"Spanisch, regulärer Beginn in Jahrgang 6";0;"1";19;2;
"GM";null;null;"S7";"Spanisch, regulärer Beginn in Jahrgang 7";0;"1";19;3;
"GM";null;null;"S8";"Spanisch, regulärer Beginn in Jahrgang 8";0;"1";19;4;
"GM";null;null;"SG";"sonderpädag. Förderung für Schüler/-innen mit sonderpädag. Förderbedarf";0;"1";19;7;
"GM";null;null;"SH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Spanisch";0;"1";19;8;
"GM";null;null;"SM";"Unterricht in der Herkunftssprache - Spanisch";0;"1";19;9;
"GM";null;null;"SP";"Sport";0;"1";19;10;
"GM";null;null;"SQ";"Spanisch, außerhalb des regulären Fachunterrichts";0;"1";19;6;
"GM";null;null;"SR";"sonstige Sprachen";0;"1";19;13;
"GM";null;null;"SW";"Sozialwissenschaften (Bildungsg. Realschule und Gymnasium)";0;"1";19;14;
"GM";null;null;"SZ";"Sozialwissenschaften/Wirtschaft";0;"1";19;15;
"GM";null;null;"T0";"Türkisch, regulärer Beginn in der Einführungsphase";0;"1";20;5;
"GM";null;null;"T5";"Türkisch, regulärer Beginn in Jahrgang 5";0;"1";20;1;
"GM";null;null;"T6";"Türkisch, regulärer Beginn in Jahrgang 6";0;"1";20;2;
"GM";null;null;"T7";"Türkisch, regulärer Beginn in Jahrgang 7";0;"1";20;3;
"GM";null;null;"T8";"Türkisch, regulärer Beginn in Jahrgang 8";0;"1";20;4;
"GM";null;null;"TC";"Technik (nur Bildungsgang Realschule und Gymnaisum)";0;"1";20;7;
"GM";null;null;"TH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch";0;"1";20;8;
"GM";null;null;"TM";"Unterricht in der Herkunftssprache - Türkisch";0;"1";20;9;
"GM";null;null;"TQ";"Türkisch, außerhalb des regulären Fachunterrichts";0;"1";20;6;
"GM";null;null;"TX";"Textilgestaltung";0;"1";20;10;
"GM";null;null;"UH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch";0;"1";21;3;
"GM";null;null;"UM";"Unterricht in der Herkunftssprache - Rumänisch";0;"1";21;2;
"GM";null;null;"UW";"Unterweisung";0;"1";21;4;
"GM";null;null;"VF";"Fächer im genehmigten Schulversuch und sonstige Fächer";0;"1";22;1;
"GM";null;null;"VH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch";0;"1";22;2;
"GM";null;null;"VM";"Unterricht in der Herkunftssprache - Bulgarisch";0;"1";22;3;
"GM";null;null;"VO";"vokalpraktischer Grundkurs";0;"1";22;4;
"GM";null;null;"WP";"Wirtschaft-Politik";0;"1";23;2;
"GM";null;null;"WW";"Wirtschaftslehre";0;"1";23;3;
"GM";null;null;"XH";"Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache";0;"1";24;1;
"GM";null;null;"XM";"Unterricht in der Herkunftssprache - sonstige Sprache";0;"1";24;2;
"GM";null;null;"YH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch";0;"1";25;1;
"GM";null;null;"YM";"Unterricht in der Herkunftssprache - Koreanisch";0;"1";25;2;
"GM";null;null;"YR";"orthodoxe Religionslehre (Syrisch)";0;"1";25;3;
"GM";null;null;"Z0";"Neugriechisch, regulärer Beginn in der Einführungsphase";0;"1";26;5;
"GM";null;null;"Z5";"Neugriechisch, regulärer Beginn in Jahrgang 5";0;"1";26;1;
"GM";null;null;"Z6";"Neugriechisch, regulärer Beginn in Jahrgang 6";0;"1";26;2;
"GM";null;null;"Z7";"Neugriechisch, regulärer Beginn in Jahrgang 7";0;"1";26;3;
"GM";null;null;"Z8";"Neugriechisch, regulärer Beginn in Jahrgang 8";0;"1";26;4;
"GM";null;null;"ZH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen";0;"1";26;7;
"GM";null;null;"ZM";"Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza)";0;"1";26;8;
"GM";null;null;"ZQ";"Neugriechisch, außerhalb des regulären Fachunterrichts";0;"1";26;6;
"GM";null;null;null;"Kein Eintrag";0;"2";0;0;
"GM";null;null;"C0";"Chinesisch, regulärer Beginn in der Einführungsphase";0;"2";3;5;
"GM";null;null;"C5";"Chinesisch, regulärer Beginn in Jahrgang 5";0;"2";3;1;
"GM";null;null;"C6";"Chinesisch, regulärer Beginn in Jahrgang 6";0;"2";3;2;
"GM";null;null;"C7";"Chinesisch, regulärer Beginn in Jahrgang 7";0;"2";3;3;
"GM";null;null;"C8";"Chinesisch, regulärer Beginn in Jahrgang 8";0;"2";3;4;
"GM";null;null;"F0";"Französisch, regulärer Beginn in der Einführungsphase";0;"2";6;5;
"GM";null;null;"F5";"Französisch, regulärer Beginn in Jahrgang 5";0;"2";6;1;
"GM";null;null;"F6";"Französisch, regulärer Beginn in Jahrgang 6";0;"2";6;2;
"GM";null;null;"F7";"Französisch, regulärer Beginn in Jahrgang 7";0;"2";6;3;
"GM";null;null;"F8";"Französisch, regulärer Beginn in Jahrgang 8";0;"2";6;4;
"GM";null;null;"G0";"Altgriechisch, regulärer Beginn in der Einführungsphase";0;"2";7;5;
"GM";null;null;"G5";"Altgriechisch, regulärer Beginn in Jahrgang 5";0;"2";7;1;
"GM";null;null;"G6";"Altgriechisch, regulärer Beginn in Jahrgang 6";0;"2";7;2;
"GM";null;null;"G7";"Altgriechisch, regulärer Beginn in Jahrgang 7";0;"2";7;3;
"GM";null;null;"G8";"Altgriechisch, regulärer Beginn in Jahrgang 8";0;"2";7;4;
"GM";null;null;"H0";"Hebräisch, regulärer Beginn in der Einführungsphase";0;"2";8;5;
"GM";null;null;"H5";"Hebräisch, regulärer Beginn in Jahrgang 5";0;"2";8;1;
"GM";null;null;"H6";"Hebräisch, regulärer Beginn in Jahrgang 6";0;"2";8;2;
"GM";null;null;"H7";"Hebräisch, regulärer Beginn in Jahrgang 7";0;"2";8;3;
"GM";null;null;"H8";"Hebräisch, regulärer Beginn in Jahrgang 8";0;"2";8;4;
"GM";null;null;"I0";"Italienisch, regulärer Beginn in der Einführungsphase";0;"2";9;5;
"GM";null;null;"I5";"Italienisch, regulärer Beginn in Jahrgang 5";0;"2";9;1;
"GM";null;null;"I6";"Italienisch, regulärer Beginn in Jahrgang 6";0;"2";9;2;
"GM";null;null;"I7";"Italienisch, regulärer Beginn in Jahrgang 7";0;"2";9;3;
"GM";null;null;"I8";"Italienisch, regulärer Beginn in Jahrgang 8";0;"2";9;4;
"GM";null;null;"K0";"Japanisch, regulärer Beginn in der Einführungsphase";0;"2";11;5;
"GM";null;null;"K5";"Japanisch, regulärer Beginn in Jahrgang 5";0;"2";11;1;
"GM";null;null;"K6";"Japanisch, regulärer Beginn in Jahrgang 6";0;"2";11;2;
"GM";null;null;"K7";"Japanisch, regulärer Beginn in Jahrgang 7";0;"2";11;3;
"GM";null;null;"K8";"Japanisch, regulärer Beginn in Jahrgang 8";0;"2";11;4;
"GM";null;null;"L0";"Lateinisch, regulärer Beginn in der Einführungsphase";0;"2";12;5;
"GM";null;null;"L5";"Lateinisch, regulärer Beginn in Jahrgang 5";0;"2";12;1;
"GM";null;null;"L6";"Lateinisch, regulärer Beginn in Jahrgang 6";0;"2";12;2;
"GM";null;null;"L7";"Lateinisch, regulärer Beginn in Jahrgang 7";0;"2";12;3;
"GM";null;null;"L8";"Lateinisch, regulärer Beginn in Jahrgang 8";0;"2";12;4;
"GM";null;null;"N0";"Niederländisch, regulärer Beginn in der Einführungsphase";0;"2";14;5;
"GM";null;null;"N5";"Niederländisch, regulärer Beginn in Jahrgang 5";0;"2";14;1;
"GM";null;null;"N6";"Niederländisch, regulärer Beginn in Jahrgang 6";0;"2";14;2;
"GM";null;null;"N7";"Niederländisch, regulärer Beginn in Jahrgang 7";0;"2";14;3;
"GM";null;null;"N8";"Niederländisch, regulärer Beginn in Jahrgang 8";0;"2";14;4;
"GM";null;null;"O0";"Portugiesisch, regulärer Beginn in der Einführungsphase";0;"2";15;5;
"GM";null;null;"O5";"Portugiesisch, regulärer Beginn in Jahrgang 5";0;"2";15;1;
"GM";null;null;"O6";"Portugiesisch, regulärer Beginn in Jahrgang 6";0;"2";15;2;
"GM";null;null;"O7";"Portugiesisch, regulärer Beginn in Jahrgang 7";0;"2";15;3;
"GM";null;null;"O8";"Portugiesisch, regulärer Beginn in Jahrgang 8";0;"2";15;4;
"GM";null;null;"R0";"Russisch, regulärer Beginn in der Einführungsphase";0;"2";18;5;
"GM";null;null;"R5";"Russisch, regulärer Beginn in Jahrgang 5";0;"2";18;1;
"GM";null;null;"R6";"Russisch, regulärer Beginn in Jahrgang 6";0;"2";18;2;
"GM";null;null;"R7";"Russisch, regulärer Beginn in Jahrgang 7";0;"2";18;3;
"GM";null;null;"R8";"Russisch, regulärer Beginn in Jahrgang 8";0;"2";18;4;
"GM";null;null;"S0";"Spanisch, regulärer Beginn in der Einführungsphase";0;"2";19;5;
"GM";null;null;"S5";"Spanisch, regulärer Beginn in Jahrgang 5";0;"2";19;1;
"GM";null;null;"S6";"Spanisch, regulärer Beginn in Jahrgang 6";0;"2";19;2;
"GM";null;null;"S7";"Spanisch, regulärer Beginn in Jahrgang 7";0;"2";19;3;
"GM";null;null;"S8";"Spanisch, regulärer Beginn in Jahrgang 8";0;"2";19;4;
"GM";null;null;"T0";"Türkisch, regulärer Beginn in der Einführungsphase";0;"2";20;5;
"GM";null;null;"T5";"Türkisch, regulärer Beginn in Jahrgang 5";0;"2";20;1;
"GM";null;null;"T6";"Türkisch, regulärer Beginn in Jahrgang 6";0;"2";20;2;
"GM";null;null;"T7";"Türkisch, regulärer Beginn in Jahrgang 7";0;"2";20;3;
"GM";null;null;"T8";"Türkisch, regulärer Beginn in Jahrgang 8";0;"2";20;4;
"GM";null;null;"Z0";"Neugriechisch, regulärer Beginn in der Einführungsphase";0;"2";26;5;
"GM";null;null;"Z5";"Neugriechisch, regulärer Beginn in Jahrgang 5";0;"2";26;1;
"GM";null;null;"Z6";"Neugriechisch, regulärer Beginn in Jahrgang 6";0;"2";26;2;
"GM";null;null;"Z7";"Neugriechisch, regulärer Beginn in Jahrgang 7";0;"2";26;3;
"GM";null;null;"Z8";"Neugriechisch, regulärer Beginn in Jahrgang 8";0;"2";26;4;
"GY";null;null;"A";"Arabisch";0;"1";1;1;
"GY";null;null;"AM";"Unterricht in der Herkunftssprache - Arabisch";0;"1";1;2;
"GY";null;null;"AR";"Alevitische Religionslehre nach den Grundsätzen des AABF";0;"1";1;3;
"GY";null;null;"BH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bosnisch";null;"1";2;1;
"GY";null;null;"BI";"Biologie";null;"1";2;2;
"GY";null;null;"BM";"Unterricht in der Herkunftssprache - Bosnisch";null;"1";2;3;
"GY";null;null;"C0";"Chinesisch, regulärer Beginn in der Einführungsphase";0;"1";3;5;
"GY";null;null;"C5";"Chinesisch, regulärer Beginn in Jahrgang 5";null;"1";3;1;
"GY";null;null;"C6";"Chinesisch, regulärer Beginn in Jahrgang 6";0;"1";3;2;
"GY";null;null;"C7";"Chinesisch, regulärer Beginn in Jahrgang 7";0;"1";3;3;
"GY";null;null;"C8";"Chinesisch, regulärer Beginn in Jahrgang 8";null;"1";3;4;
"GY";null;null;"CH";"Chemie";null;"1";3;7;
"GY";null;null;"CM";"Unterricht in der Herkunftssprache - Kroatisch";null;"1";3;8;
"GY";null;null;"CQ";"Chinesisch, außerhalb des regulären Fachunterrichts";0;"1";3;6;
"GY";null;null;"D";"Deutsch";null;"1";4;1;
"GY";null;null;"DH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Rumänisch";0;"1";4;2;
"GY";null;null;"DS";"Darstellen und Gestalten";0;"1";4;3;
"GY";null;null;"E";"Englisch";0;"1";5;1;
"GY";null;null;"EH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Serbisch";null;"1";5;2;
"GY";null;null;"EK";"Erdkunde/Geographie";null;"1";5;3;
"GY";null;null;"EL";"Ernährungslehre";null;"1";5;4;
"GY";null;null;"EM";"Unterricht in der Herkunftssprache - Serbisch";null;"1";5;5;
"GY";null;null;"EN";"Evangelische Religionslehre (konfessionell kooperativ)";0;"1";5;7;
"GY";null;null;"ER";"Evangelische Religionslehre";null;"1";5;6;
"GY";null;null;"F0";"Französisch, regulärer Beginn in der Einführungsphase";0;"1";6;5;
