SchulNr;Regschl;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;FaxVorw;Fax;ModemVorw;Modem;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtderTraegerschaft;SchultraegerNr;Schulgliederung;Schulart;Ganztagsbetrieb;FSP;Verbund;Bus;Fachberater;FachberHauptamtl;TelNrDBSalt;RP;Email;URL;CD;Stift;OGTS;SELB;Internat;InternatPlaetze;SMail;SportImAbi;Tal;KonKop;KoRe;KoHo
"114054";"362040";"Albert-Schweitzer-Schule";"Gem. Grundschule";"";"50389";"Wesseling";"Schulstr. 5";"02236";"969110";"02236";"969119";null;null;"02";"1";"Wesseling, GG Albert-Schweitzer-Schule";1;"19730801";"06";"12889";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114054@schule.nrw.de";"http://www.ass-wesseling.de";1;0;"1";"0";"0";0;null;"0";"0";"0";357058;5630842
"114066";"362036";"Dietrich-Bonhoeffer-Schule";"Städt. Ev. Grundschule";"";"50259";"Pulheim";"Auweilerstr. 11";"02238";"965490";"02238";"9654922";null;null;"02";"1";"Pulheim, EG Dietrich-Bonhoeffer-Schule";1;"19730801";"06";"12890";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"114066@schule.nrw.de";"http://www.dbs-pulheim.de";1;0;"1";"0";"0";0;null;"0";"0";"0";346054;5652118
"114078";"362036";"Kath. Grundschule am Buschweg";"der Stadt Pulheim";"- Primarstufe -";"50259";"Pulheim";"Buschweg 45";"02238";"4616329";"02238";"4616330";null;null;"02";"1";"Pulheim, KG am Buschweg";1;"19730801";"06";"12890";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114078@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";345686;5652632
"114080";"362036";"Barbara-Schule";"Städt. Kath. Grundschule";"";"50259";"Pulheim";"Bachstr. 11";"02238";"9655911";"02238";"9655922";null;null;"02";"1";"Pulheim, KG Barbara-Schule";1;"19730801";"06";"12890";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114080@schule.nrw.de";"http://www.kgs-barbara-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";345943;5651743
"114091";"362036";"Horionschule";"Gem. Grundschule";"";"50259";"Pulheim";"Kölner Str. 93";"02238";"7602";"02238";"50846";null;null;"02";"1";"Pulheim, GG Horion";1;"19730801";"06";"12890";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114091@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";346952;5654706
"114108";"315000";"Konrad-Adenauer-Schule";"Städt. Gem. Grundschule";"";"50765";"Köln";"Martinusstr. 28";"0221";"71661070";"0221";"716610718";null;null;"02";"1";"Köln, GG Konrad-Adenauer";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114108@schule.nrw.de";"http://www.kbs-koeln.de/ggs-martinusstr";1;0;"1";"0";"0";0;null;"0";"0";"0";349410;5653166
"114110";"315000";"Erich-Ohser-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"50767";"Köln";"Schulstr. 16";"0221";"33730030";"0221";"337300311";null;null;"02";"1";"Köln, GG Erich-Ohser-Schule";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114110@schule.nrw.de";"http://www.erich-ohser-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";350672;5651619
"114121";"374004";"Gem. Grundschule Sonnenschule";"auf dem Bursten";"";"51702";"Bergneustadt";"Goethestr. 15";"02261";"2902330";"02261";"2902339";null;null;"02";"1";"Bergneustadt, GG (Verb.) Sonnenschule";1;"19730801";"06";"12919";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"114121@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";405658;5653324
"114145";"374004";"Gem. Grundschule Wiedenest";"";"";"51702";"Bergneustadt";"Alte Str. 33";"02261";"42232";"02261";"44897";null;null;"02";"1";"Bergneustadt, GG Wiedenest";1;"19730801";"06";"12919";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114145@schule.nrw.de";"http://www.grundschule-wiedenest.de";1;0;"1";"0";"0";0;null;"0";"0";"0";408451;5654686
"114169";"374004";"Gem. Grundschule";"Bergneustadt-Hackenberg";"";"51702";"Bergneustadt";"Löhstr. 22";"02261";"41691";"02261";"47222";null;null;"02";"1";"Bergneustadt, GG Löhstr.";1;"19730801";"06";"12919";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114169@schule.nrw.de";"http://www.grundschulehackenberg.de";1;0;"1";"0";"0";0;null;"0";"0";"0";404583;5654143
"114182";"374012";"Gem. Grundschule Hülsenbusch";"";"";"51647";"Gummersbach";"Waldweg 8";"02261";"62534";"";"";null;null;"02";"1";"Gummersbach, GG Hülsenbusch";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114182@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";395009;5656181
"114194";"374012";"Astrid-Lindgren-Schule";"Gem. Grundschule-Derschlag";"";"51645";"Gummersbach";"Epelstr. 34";"02261";"51940";"02261";"560064";null;null;"02";"1";"Gummersbach, GG Astrid-Lindgren";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114194@schule.nrw.de";"http://schule.berg.net/astridlindgrenschule";1;0;"1";"0";"0";0;null;"0";"0";"0";403134;5651781
"114212";"374012";"Gem. Grundschule Becke";"";"";"51647";"Gummersbach";"Am Sonnenberg 3";"02261";"23285";"02261";"63681";null;null;"02";"1";"Gummersbach, GG Becke";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114212@schule.nrw.de";"http://www.ggs-becke.de";1;0;"1";"0";"0";0;null;"0";"0";"0";401510;5655298
"114224";"374012";"Gem. Grundschule Niederseßmar";"";"";"51645";"Gummersbach";"Theodor-Heuss-Str. 16";"02261";"26989";"02261";"5017229";null;null;"02";"1";"Gummersbach, GG Niederseßmar";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114224@schule.nrw.de";"http://www.ggs-niedersessmar.de";1;0;"1";"0";"0";0;null;"0";"0";"0";399608;5651271
"114236";"374012";"Regenbogenschule";"Gummersbach-Dieringhausen";"- Primarstufe -";"51645";"Gummersbach";"Zum Schulzentrum 14";"02261";"74464";"";"";null;null;"02";"1";"Gummersbach, GG Regenbogenschule";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114236@schule.nrw.de";"http://www.regenbogenschule-dh.de";1;0;"1";"0";"0";0;null;"0";"0";"0";396545;5648375
"114248";"374012";"Gem. Grundschule Bernberg";"";"";"51647";"Gummersbach";"Ulmenweg 10";"02261";"51383";"02261";"588076";null;null;"02";"1";"Gummersbach, GG Bernberg";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114248@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";401942;5653227
"114250";"374012";"Gem. Grundschule Steinenbrück";"";"";"51643";"Gummersbach";"Hömerichstr. 18";"02261";"65757";"02261";"62890";null;null;"02";"1";"Gummersbach, GG Steinenbrück";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114250@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";398061;5653762
"114261";"374012";"Gem. Grundschule Windhagen";"";"";"51647";"Gummersbach";"Heiler Str. 79";"02261";"23749";"02261";"639674";null;null;"02";"1";"Gummersbach, GG Windhagen";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114261@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";398693;5655733
"114273";"374012";"Städt. Gem. Grundschule";"Gummersbach-Körnerstraße";"";"51643";"Gummersbach";"Körnerstr. 2";"02261";"67530";"02261";"807332";null;null;"02";"1";"Gummersbach, GG Körnerstr.";1;"19730801";"06";"12932";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114273@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";399929;5653575
"114297";"374032";"Gem. Grundschule Nümbrecht";"";"";"51588";"Nümbrecht";"Mateh-Yehuda-Str. 4";"02293";"913010";"02293";"913018";null;null;"02";"1";"Nümbrecht, GG Mateh-Yehuda-Straße";1;"19730801";"06";"12944";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114297@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";397064;5640244
"114303";"374032";"Gem. Grundschule Grötzenberg";"";"";"51588";"Nümbrecht";"Brucher Str. 5";"02293";"1333";"02293";"1333";null;null;"02";"1";"Nümbrecht, GG Grötzenberg";1;"19730801";"06";"12944";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114303@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";400881;5640395
"114315";"374032";"Gem. Grundschule Auf dem Höchsten";"";"";"51588";"Nümbrecht";"Auf dem Höchsten 2";"02293";"7258";"02293";"903596";null;null;"02";"1";"Nümbrecht, GG Auf dem Höchsten";1;"19730801";"06";"12944";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114315@schule.nrw.de";"http://www.auf-dem-hoechsten.de";1;0;"1";"0";"0";0;null;"0";"0";"0";399230;5642706
"114327";"374032";"Gem. Grundschule Marienberghausen";"";"";"51588";"Nümbrecht";"Humperdinckstr. 2";"02293";"7282";"02293";"937873";null;null;"02";"1";"Nümbrecht, GG Marienberghausen";1;"19730801";"06";"12944";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114327@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";394238;5641804
"114340";"374024";"Gem. Grundschule Müllenbach";"";"";"51709";"Marienheide";"Gervershagener Str. 16";"02264";"8390";"";"";null;null;"02";"1";"Marienheide, GG Müllenbach";1;"19730801";"06";"12956";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114340@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";400394;5658509
"114352";"374024";"Heier Grundschule";"Grundschulverb.d.Primarst.aus GGS u. KGS";"als Teilstandort d. Gemeinde Marienheide";"51709";"Marienheide";"Leppestr. 26";"02264";"6245";"02264";"286319";null;null;"02";"1";"Marienheide, GG (Verb.) Heier";1;"19730801";"06";"12956";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"114352@schule.nrw.de";"http://www.ggs-marienheide.de";1;0;"1";"0";"0";0;null;"0";"0";"0";396752;5659958
"114420";"374040";"Regenbogenschule";"Gem. Grundschule Wildbergerhütte";"";"51580";"Reichshof";"Schulstr. 13";"02297";"520";"02297";"902234";null;null;"02";"1";"Reichshof, GG Regenbogen";1;"19730801";"06";"12970";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114420@schule.nrw.de";"http://www.regenbogenschule-reichshof.de";1;0;"1";"0";"0";0;null;"0";"0";"0";412556;5643546
"114431";"374008";"Gem. Grundschule Schnellenbach";"";"";"51766";"Engelskirchen";"Schulstr. 2";"02263";"5369";"02263";"70574";null;null;"02";"1";"Engelskirchen, GG Schnellenbach";1;"19730801";"06";"13109";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114431@schule.nrw.de";"http://www.ggs-schnellenbach.de";1;0;"1";"0";"0";0;null;"0";"0";"0";391372;5651532
"114443";"374008";"Gem. Grundschule Ründeroth";"";"";"51766";"Engelskirchen";"Walbach 1";"02263";"48930200";"02263";"48930299";null;null;"02";"1";"Engelskirchen, GG Ründeroth";1;"19730801";"06";"13109";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114443@schule.nrw.de";"http://www.ggsruenderoth.de";1;0;"1";"0";"0";0;null;"0";"0";"0";392026;5650696
"114455";"374044";"Städt. Gem. Grundschule";"Waldbröl-Wiedenhof";"";"51545";"Waldbröl";"Wiedenhof 5";"02291";"2238";"02291";"901879";null;null;"02";"1";"Waldbröl, GG Wiedenhof";1;"19730801";"06";"12993";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114455@schule.nrw.de";"http://www.ggswiedenhof.de";1;0;"1";"0";"0";0;null;"0";"0";"0";402891;5636756
"114480";"374044";"Städt. Gem. Grundschule";"Isengarten";"";"51545";"Waldbröl";"Karl-Conrad-Weg 9";"02291";"4424";"02291";"901707";null;null;"02";"1";"Waldbröl, GG Isengarten";1;"19730801";"06";"12993";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114480@schule.nrw.de";"http://www.ggs-isengarten.de";1;0;"1";"0";"0";0;null;"0";"0";"0";402924;5638022
"114510";"374048";"Gem. Grundschule Wiehl";"- Primarstufe -";"";"51674";"Wiehl";"Warthstr. 1";"02262";"751430";"02262";"751435";null;null;"02";"1";"Wiehl, GG (Verb.) Wiehl/Marienhagen";1;"19730801";"06";"13006";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"114510@schule.nrw.de";"http://www.ggs-wiehl.de";1;0;"1";"0";"0";0;null;"0";"0";"0";398213;5645241
"114522";"374048";"Gem. Grundschule Bielstein";"";"";"51674";"Wiehl";"Weierhofweg 13";"02262";"6379";"02262";"717838";null;null;"02";"1";"Wiehl, GG Bielstein";1;"19730801";"06";"13006";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114522@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";395358;5646874
"114534";"374048";"Gem. Grundschule Drabenderhöhe";"";"";"51674";"Wiehl";"In der Landwehr 1";"02262";"2876";"02262";"5489";null;null;"02";"1";"Wiehl, GG Drabenderhöhe";1;"19730801";"06";"13006";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114534@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";391385;5644475
"114546";"378004";"Gem. Grundschule Refrath";"";"";"51427";"Bergisch Gladbach";"Wittenbergstr. 3";"02204";"64276";"02204";"62021";null;null;"02";"1";"Bergisch Gladbach, GG Refrath";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114546@schule.nrw.de";"http://www.ggsrefrath.de";1;0;"1";"0";"0";0;null;"0";"0";"0";367362;5646586
"114558";"378004";"Gem. Grundschule Moitzfeld";"";"";"51429";"Bergisch Gladbach";"Diakonissenweg 44";"02204";"81819";"02204";"482434";null;null;"02";"1";"Bergisch Gladbach, GG Moitzfeld";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114558@schule.nrw.de";"http://www.grundschule-moitzfeld.de";1;0;"1";"0";"0";0;null;"0";"0";"0";372394;5647864
"114560";"378004";"Ev. Grundschule Bensberg";"";"";"51429";"Bergisch Gladbach";"Gartenstr. 15";"02204";"51880";"";"";null;null;"02";"1";"Bergisch Gladbach, EG Bensberg";1;"19730801";"06";"13020";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"114560@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";370829;5647395
"114583";"378004";"Kath. Grundschule In der Auen";"der Stadt Bergisch Gladbach";"- Primarstufe -";"51427";"Bergisch Gladbach";"Schwerfelstr. 8";"02204";"64263";"02204";"64331";null;null;"02";"1";"Bergisch Gladbach, KG In der Auen";1;"19730801";"06";"13020";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114583@schule.nrw.de";"http://www.inderauen.com";1;0;"1";"0";"0";0;null;"0";"0";"0";366637;5646384
"114595";"378012";"Gem. Grundschule Dürscheid";"";"";"51515";"Kürten";"Kirchberg 8";"02207";"2041";"02207";"700008";null;null;"02";"1";"Kürten, GG Dürscheid";1;"19730801";"06";"13134";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114595@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";374935;5652571
"114601";"378004";"Kath. Grundschule Frankenforst";"";"";"51427";"Bergisch Gladbach";"Taubenstr. 11-13";"02204";"65193";"02204";"64305";null;null;"02";"1";"Bergisch Gladbach, KG Frankenforst";1;"19730801";"06";"13020";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114601@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";368662;5646402
"114613";"378004";"Kath. Grundschule Bensberg";"";"";"51429";"Bergisch Gladbach";"Eichelstr. 9-11";"02204";"51900";"02204";"56780";null;null;"02";"1";"Bergisch Gladbach, KG Bensberg";1;"19730801";"06";"13020";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114613@schule.nrw.de";"http://www.kgs-bensberg.de";1;0;"1";"0";"0";0;null;"0";"0";"0";370779;5647514
"114625";"378004";"Gem. Grundschule Herkenrath";"";"";"51429";"Bergisch Gladbach";"St.-Antonius-Str. 22";"02204";"83275";"";"";null;null;"02";"1";"Bergisch Gladbach, GG Herkenrath";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114625@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";373001;5650099
"114637";"378024";"Offene Ganztagsgrundschule Immekeppel";"Städt. Gemeinschaftsgrundschule";"";"51491";"Overath";"Kielsberg 3";"02204";"73553";"02204";"979736";null;null;"02";"1";"Overath, GG Immekeppel";1;"19730801";"06";"13080";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114637@schule.nrw.de";"https://oggs-immekeppel.de/";1;0;"1";"0";"0";0;null;"0";"0";"0";376223;5646922
"114649";"378004";"Kath. Grundschule An der Steinbreche";"";"";"51427";"Bergisch Gladbach";"Mohnweg 11";"02204";"301390";"02204";"301391";null;null;"02";"1";"Bergisch Gladbach, KG An der Steinbreche";1;"19730801";"06";"13020";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114649@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";367348;5647118
"114650";"378004";"Gem. Grundschule Heidkamp";"";"";"51469";"Bergisch Gladbach";"Oberheidkamper Str. 92";"02202";"36996";"02202";"38188";null;null;"02";"1";"Bergisch Gladbach, GG Heidkamp";1;"19710801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114650@schule.nrw.de";"http://www.grundschule-heidkamp.de";1;0;"1";"0";"0";0;null;"0";"0";"0";369819;5649586
"114662";"378004";"Städt. Gem. Grundschule Hand";"- Primarstufe -";"";"51469";"Bergisch Gladbach";"St.-Konrad-Str. 5";"02202";"57070";"02202";"50264";null;null;"02";"1";"Bergisch Gladbach, GG Hand";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114662@schule.nrw.de";"http://www.ggs-hand.de.vu";1;0;"1";"0";"0";0;null;"0";"0";"0";366261;5650477
"114674";"378004";"Gem. Grundschule Gronau";"";"";"51469";"Bergisch Gladbach";"Mülheimer Str. 254";"02202";"57172";"02202";"282995";null;null;"02";"1";"Bergisch Gladbach, GG Gronau";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114674@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";367765;5649708
"114704";"378004";"Städt. Gem. Grundschule An der Strunde";"";"";"51465";"Bergisch Gladbach";"Am Broich 8";"02202";"37023";"02202";"254705";null;null;"02";"1";"Bergisch Gladbach, GG An der Strunde";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114704@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";369070;5650751
"114716";"378004";"Gem. Grundschule Hebborn";"";"";"51467";"Bergisch Gladbach";"Odenthaler Str. 197";"02202";"37584";"";"";null;null;"02";"1";"Bergisch Gladbach, GG Hebborn";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114716@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";368884;5651456
"114728";"378004";"Gem. Grundschule Katterbach";"";"";"51467";"Bergisch Gladbach";"Kempener Str. 187";"02202";"81247";"02202";"84430";null;null;"02";"1";"Bergisch Gladbach, GG Katterbach";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114728@schule.nrw.de";"http://www.ggs-katterbach.de/index.html";1;0;"1";"0";"0";0;null;"0";"0";"0";365592;5652537
"114730";"378004";"Kath. Grundschule Hand";"";"";"51469";"Bergisch Gladbach";"St.-Konrad-Str. 1";"02202";"57487";"02202";"53022";null;null;"02";"1";"Bergisch Gladbach, KG Hand";1;"19730801";"06";"13020";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114730@schule.nrw.de";"http://www.kgs-hand.de";1;0;"1";"0";"0";0;null;"0";"0";"0";366179;5650393
"114753";"378004";"Kath. Grundschule Sand";"";"";"51465";"Bergisch Gladbach";"Schulstr. 87";"02202";"34558";"";"";null;null;"02";"1";"Bergisch Gladbach, KG Sand";1;"19730801";"06";"13020";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114753@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";370615;5650208
"114765";"315000";"Städt. Gem. Grundschule";"- Primarstufe -";"";"51147";"Köln";"Adolph-Kolping-Str. 41";"02203";"8930030";"02203";"89300329";null;null;"02";"1";"Köln, GG Adolph-Kolping-Straße";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114765@schule.nrw.de";"http://www.ggs-wahn.de";1;0;"1";"0";"0";0;null;"0";"0";"0";365586;5635917
"114777";"315000";"Friedrich-List-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"51149";"Köln";"Stresemannstr. 15";"02203";"8959960";"02203";"89599615";null;null;"02";"1";"Köln, GG Friedrich-List-Schule";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114777@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";363766;5640618
"114789";"315000";"Städt. Gem. Grundschule";"";"";"51143";"Köln";"Hauptstr. 432";"02203";"8955110";"02203";"89551122";null;null;"02";"1";"Köln, GG Hauptstr.";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114789@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";363288;5639084
"114790";"315000";"Heideschule";"Städt. Gem. Grundschule";"- Primarstufe -";"51147";"Köln";"Neue Heide 25-27";"02203";"2030270";"02203";"20302720";null;null;"02";"1";"Köln, GG Heideschule";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114790@schule.nrw.de";"http://www.heideschule-koeln.de";1;0;"1";"0";"0";0;null;"0";"0";"0";366267;5636110
"114807";"315000";"Peter Petersen Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"51147";"Köln";"Friedensstr. 41-45";"02203";"2022330";"02203";"20223355";null;null;"02";"1";"Köln, GG Peter Petersen Friedenstr.";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;"P";"114807@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";366395;5637697
"114819";"315000";"Don-Bosco-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"51145";"Köln";"Humboldtstr. 81-83";"02203";"2029980";"02203";"20299831";null;null;"02";"1";"Köln, GG Don-Bosco-Schule";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114819@schule.nrw.de";"http://www.ggs-don-bosco.de";1;0;"1";"0";"0";0;null;"0";"0";"0";364242;5639110
"114820";"315000";"Städt. Gem. Grundschule";"";"";"51149";"Köln";"Hohe Str. 77-79";"02203";"893002-0";"02203";"89300219";null;null;"02";"1";"Köln, GG Hohe Str.";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114820@schule.nrw.de";"http://www.ggs-hohe-strasse-koeln.de";1;0;"1";"0";"0";0;null;"0";"0";"0";361450;5640210
"114832";"315000";"Gem. Grundschule Unter Birken";"der Stadt Köln";"- Primarstufe -";"51145";"Köln";"Schulstr. 23";"02203";"31418";"02203";"997553";null;null;"02";"1";"Köln, GG Unter Birken";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114832@schule.nrw.de";"http://www.ggs-unterbirken.de";1;0;"1";"0";"0";0;null;"0";"0";"0";364913;5639696
"114844";"315000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"51143";"Köln";"Hinter der Kirche 3-5";"02203";"8998660";"02203";"89986622";null;null;"02";"1";"Köln, KG Hinter der Kirche";1;"19730801";"03";"10182";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114844@schule.nrw.de";"http://www.kgs-hinterderkirche.de";1;0;"1";"0";"0";0;null;"0";"0";"0";359551;5634510
"114856";"315000";"Städt. Gem. Grundschule";"";"";"51143";"Köln";"Schmittgasse 66";"02203";"2020740";"02203";"20207420";null;null;"02";"1";"Köln, GG Schmittgasse";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114856@schule.nrw.de";"http://www.ggs-schmittgasse.de";1;0;"1";"0";"0";0;null;"0";"0";"0";362478;5636783
"114868";"315000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"51145";"Köln";"Kupfergasse 31";"02203";"922810";"02203";"9228144";null;null;"02";"1";"Köln, KG Kupfergasse";1;"19730801";"03";"10182";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114868@schule.nrw.de";"http://www.kbs-koeln.de/";1;0;"1";"0";"0";0;null;"0";"0";"0";365043;5638304
"114870";"315000";"Städt. Gem. Grundschule";"";"";"51149";"Köln";"Konrad-Adenauer-Str. 20";"02203";"8988670";"02203";"89886710";null;null;"02";"1";"Köln, GG Konrad-Adenauer-Str.";1;"19730801";"03";"10182";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114870@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";363957;5640027
"114881";"315000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"51107";"Köln";"Forststr. 20";"0221";"33730050";"0221";"337300515";null;null;"02";"1";"Köln, KG Forststraße";1;"19730801";"03";"10182";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"114881@schule.nrw.de";"http://www.kgs-forststrasse.de";1;0;"1";"0";"0";0;null;"0";"0";"0";365321;5642284
"114893";"374052";"Städt. Kath. Grundschulverbund";"ST. ANTONIUS";"KGS St. Antonius (Hauptstandort)";"51688";"Wipperfürth";"Ringstr. 38";"02267";"828370";"02267";"828371";null;null;"02";"1";"Wipperfürth, KG (Verb.) St. Antonius";1;"19730801";"06";"13043";"";"RKB";"0";" ";"2";"0";null;null;null;" ";"114893@schule.nrw.de";"http://www.kgs-antonius.de";1;0;"1";"0";"0";0;null;"0";"0";"0";387649;5663801
"114900";"374052";"Nikolausschule";"Städt. Verbundschule";"KGS St. Nikolaus";"51688";"Wipperfürth";"Hindenburgplatz 1";"02267";"828377";"02267";"828378";null;null;"02";"1";"Wipperfürth, KG (Verb.) Nikolausschule";1;"19730801";"06";"13043";"";"RKB";"0";" ";"2";"0";null;null;null;" ";"114900@schule.nrw.de";"http://www.kgs-nikolaus.de";1;0;"1";"0";"0";0;null;"0";"0";"0";388257;5664176
"114935";"374052";"Kath. Grundschule Agathaberg";"";"";"51688";"Wipperfürth";"Agathaberg 22";"02267";"2400";"02267";"8889297";null;null;"02";"1";"Wipperfürth, KG (Verb.) Agathaberg";1;"19730801";"06";"13043";"";"RKB";"0";" ";"2";"0";null;null;null;" ";"114935@schule.nrw.de";"http://www.kgs-agathaberg.de";1;0;"1";"0";"0";0;null;"0";"0";"0";389546;5661896
