BKIndex;Flag;FKS;AP;BGrp;BFeld;Ebene3;BAKLALT;BAGRALT;Sortierung;Status;Flag_APOBK;Beschreibung;Beschreibung_W;Beschreibung_MW;geaendert;BAKL;BAGR;Ebene1;Ebene2
10;"1";"838";"00";"T";"MT";"MB";"32";"3239";30;"********************";"1";"Metallfeinbearbeiter";"Metallfeinbearbeiterin";"Metallfeinbearbeiter/-in";;"*****";"2420217";"TN";"**"
10;"1";"839";"00";"T";"MT";"MB";"32";"3231";30;"********************";"1";"Metallwerker";"Metallwerkerin";"Metallwerker/-in";;"*****";"2420215";"TN";"**"
10;"1";"840";"00";"T";"TB";"MB";"35";"3521";30;"********************";"1";"Näher im Damenschneiderhandwerk";"Näherin im Damenschneiderhandwerk";"Näher/-in im Damenschneiderhandwerk";;"*****";"2822222";"TN";"**"
10;"3";"841";"00";"T";"HT";"**";"18";"1812";30;"Ausgelaufen";"1";"Sägewerksgehilfe";"Sägewerksgehilfin";"Sägewerksgehilfe/-in";;"*****";"********";"**";"**"
10;"1";"842";"00";"T";"TB";"MB";"37";"3731";30;"********************";"1";"Schäftemacher";"Schäftemacherin";"Schäftemacher/-in";;"*****";"2833203";"TN";"**"
10;"1";"843";"00";"T";"MT";"MB";"25";"2540";30;"********************";"1";"Schlosserwerker";"Schlosserwerkerin";"Schlosserwerker/-in";;"*****";"2441217";"TN";"**"
10;"1";"844";"00";"W";"WV";"MB";"78";"7825";30;"********************";"1";"Schreibfachkraft für Blinde und hochgradig Sehbehinderte";"Schreibfachkraft für Blinde und hochgradig Sehbehinderte";"Schreibfachkraft für Blinde und hochgradig Sehbehinderte";;"*****";"7140220";"WV";"**"
10;"1";"845";"00";"E";"EH";"MB";"41";"4116";30;"********************";"1";"Teilkoch";"Teilköchin";"Teilkoch/-köchin";;"*****";"2930202";"EH";"**"
10;"1";"846";"00";"W";"WV";"MB";"73";"7353";30;"********************";"1";"Telefonist (Blinde und wesentlich Sehbehinderte)";"Telefonistin (Blinde und wesentlich Sehbehinderte)";"Telefonist/-in (Blinde und wesentlich Sehbehinderte)";;"*****";"7140105";"WV";"**"
10;"1";"848";"00";"W";"WV";"MB";"66";"6607";30;"********************";"1";"Verkaufshilfe";"Verkaufshilfe";"Verkaufshilfe";;"*****";"6210206";"WV";"**"
10;"1";"849";"00";"W";"WV";"MB";"66";"6617";30;"********************";"1";"Verkaufshilfe im Lebensmittel - Einzelhandel";"Verkaufshilfe im Lebensmittel - Einzelhandel";"Verkaufshilfe im Lebensmittel - Einzelhandel";;"*****";"6230206";"WV";"**"
10;"1";"850";"00";"T";"DT";"MB";"17";"1782";30;"********************";"1";"Vorrichter im Buchbinderhandwerk";"Vorrichterin im Buchbinderhandwerk";"Vorrichter/-in im Buchbinderhandwerk";;"*****";"2342216";"TN";"**"
10;"1";"851";"00";"A";"AW";"MB";"05";"0510";30;"********************";"1";"Werker im Gartenbau";"Werkerin im Gartenbau";"Werker/-in im Gartenbau";;"*****";"1210207";"AW";"**"
10;"1";"853";"00";"T";"MT";"MB";"22";"2200";30;"********************";"1";"Werkzeugmaschinenwerker";"Werkzeugmaschinenwerkerin";"Werkzeugmaschinenwerker/-in";;"*****";"2423229";"TN";"**"
10;"1";"855";"00";"T";"MT";"MB";"28";"2817";30;"********************";"1";"Zweiradmechanikerwerker";"Zweiradmechanikerwerkerin";"Zweiradmechanikerwerker/-in";;"*****";"2525205";"TN";"**"
10;"1";"856";"00";"T";"TB";"MB";"93";"9310";30;"********************";"1";"Textilreinigungswerker";"Textilreinigungswerkerin";"Textilreinigungswerker/-in";;"*****";"5413204";"TN";"**"
10;"1";"857";"00";"T";"CP";"MB";"52";"5232";30;"********************";"1";"Recyclingwerker";"Recyclingwerkerin";"Recyclingwerker/-in";;"*****";"3433206";"TN";"**"
10;"3";"858";"00";"A";"AW";"**";"05";"0510";30;"Ausgelaufen";"1";"Gartenbaufachwerker";"Gartenbaufachwerkerin";"Gartenbaufachwerker/-in";;"*****";"1210207";"**";"**"
10;"1";"859";"00";"G";"FR";"MB";"51";"5103";30;"********************";"1";"Malerfachwerker";"Malerfachwerkerin";"Malerfachwerker/-in";;"*****";"3321204";"TN";"**"
10;"3";"860";"00";"T";"MT";"**";"54";"5413";30;"Ausgelaufen";"1";"Mechaniker für Umformtechnik";"Mechanikerin für Umformtechnik";"Mechaniker/-in für Umformtechnik";;"*****";"********";"**";"**"
10;"1";"861";"00";"T";"MT";"MB";"31";"3163";30;"********************";"1";"Nachrichtengerätemechaniker";"Nachrichtengerätemechanikerin";"Nachrichtengerätemechaniker/-in";;"*****";"2631228";"TN";"**"
10;"1";"862";"00";"O";"OH";"MB";"79";"7962";30;"********************";"1";"Hauswartsgehilfe";"Hauswartsgehilfin";"Hauswartsgehilfe/-gehilfin";;"*****";"3410206";"EH";"**"
10;"1";"863";"00";"T";"BT";"MB";"48";"4804";30;"********************";"1";"Ausbaufachwerker";"Ausbaufachwerkerin";"Ausbaufachwerker/-in";;"*****";"3330205";"TN";"**"
10;"1";"864";"00";"T";"HT";"MB";"18";"1858";30;"********************";"1";"Flechtwerker";"Flechtwerkerin";"Flechtwerker/-in";;"*****";"2235206";"TN";"**"
10;"1";"865";"00";"A";"AW";"MB";"93";"9360";30;"********************";"1";"Fachkraft für Fahrzeugpflege";"Fachkraft für Fahrzeugpflege";"Fachkraft für Fahrzeugpflege";;"*****";"5415206";"TN";"**"
10;"1";"866";"00";"T";"MT";"MB";"28";"2810";30;"********************";"1";"Autofachwerker";"Autofachwerkerin";"Autofachwerker/-in";;"*****";"2521204";"TN";"**"
10;"1";"867";"00";"E";"EH";"MB";"66";"6612";30;"********************";"1";"Fachgehilfe im Nahrungsmittelverkauf";"Fachgehilfin im Nahrungsmittelverkauf";"Fachgehilfe/-gehilfin im Nahrungsmittelverkauf";;"*****";"6230206";"WV";"**"
10;"1";"868";"00";"T";"MT";"MB";"22";"2220";30;"********************";"1";"Fräser-Fachwerker";"Fräserin-Fachwerkerin";"Fräser-Fachwerker/-in";;"*****";"2420208";"TN";"**"
10;"1";"869";"00";"O";"OH";"MB";"93";"9340";30;"********************";"1";"Gebäudereinigerwerker";"Gebäudereinigerwerkerin";"Gebäudereinigerwerker/-in";;"*****";"5411202";"TN";"**"
10;"1";"870";"00";"T";"MT";"MB";"24";"2410";30;"********************";"1";"Schweißwerker";"Schweißwerkerin";"Schweißwerker/-in";;"*****";"2442208";"TN";"**"
10;"1";"871";"00";"T";"BT";"MB";"46";"4604";30;"********************";"1";"Tiefbaufachwerker";"Tiefbaufachwerkerin";"Tiefbaufachwerker/-in";;"*****";"3220206";"TN";"**"
10;"1";"872";"00";"A";"AW";"MB";"06";"0621";30;"********************";"1";"Werker in der Forstwirtschaft, Wald- und Landschaftspflege";"Werkerin in der Forstwirtschaft, Wald- und Landschaftspflege";"Werker/-in in der Forstwirtschaft, Wald- und Landschaftspflege";;"*****";"1171202";"AW";"**"
10;"1";"873";"00";"T";"FT";"MB";"93";"9360";30;"********************";"1";"Fahrzeugpfleger";"Fahrzeugpflegerin";"Fahrzeugpfleger/-in";;"*****";"5415206";"TN";"**"
10;"1";"874";"00";"T";"MT";"MB";"26";"2649";30;"********************";"1";"Fachkraft für Sanitär-, Heizungs- und Klimatechnik";"Fachkraft für Sanitär-, Heizungs- und Klimatechnik";"Fachkraft für Sanitär-, Heizungs- und Klimatechnik";;"*****";"3421208";"TN";"**"
10;"1";"875";"00";"E";"EH";"MB";"91";"9152";30;"********************";"1";"Helfer im Gastgewerbe";"Helferin im Gastgewerbe";"Helfer/-in im Gastgewerbe";;"*****";"6330207";"EH";"**"
10;"1";"876";"00";"O";"OH";"MB";"31";"3171";30;"********************";"1";"IT-Werker";"IT-Werkerin";"IT-Werker/-in";;"*****";"2631236";"WV";"**"
10;"1";"877";"00";"W";"WV";"MB";"66";"6607";30;"********************";"1";"Fachpraktiker im Verkauf";"Fachpraktikerin im Verkauf";"Fachpraktiker/-in im Verkauf";;"*****";"6210206";"WV";"**"
10;"1";"878";"00";"E";"EH";"MB";"41";"4116";30;"********************";"1";"Fachpraktiker Küche (Beikoch)";"Fachpraktikerin Küche (Beikoch)";"Fachpraktiker/-in Küche (Beikoch)";;"*****";"2930202";"EH";"**"
10;"1";"879";"00";"O";"OH";"MB";"92";"9212";30;"********************";"1";"Fachpraktiker für personale Dienstleistungen";"Fachpraktikerin für personale Dienstleistungen";"Fachpraktiker/-in für personale Dienstleistungen";;"*****";"8321205";"WV";"**"
10;"1";"880";"00";"O";"OH";"MB";"31";"3100";30;"********************";"1";"Fachpraktiker für Industrieelektrik";"Fachpraktikerin für Industrieelektrik";"Fachpraktiker/-in für Industrieelektrik";;"*****";"2631212";"TN";"**"
10;"1";"881";"00";"T";"ET";"MB";"31";"3163";30;"********************";"1";"Elektrogerätemechaniker";"Elektrogerätemechanikerin";"Elektrogerätemechaniker/-in";;"*****";"2625202";"TN";"**"
10;"1";"882";"00";"O";"OH";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Baugruppenmechanik";"Fachpraktikerin für Baugruppenmechanik";"Fachpraktiker/-in für Baugruppenmechanik";;"*****";"9999999";"TN";"**"
10;"1";"883";"00";"O";"OH";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Bürokommunikation";"Fachpraktikerin für Bürokommunikation";"Fachpraktiker/-in für Bürokommunikation";;"*****";"9999999";"WV";"**"
10;"1";"884";"00";"O";"OH";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Metallbau";"Fachpraktikerin für Metallbau";"Fachpraktiker/-in für Metallbau";;"*****";"9999999";"TN";"**"
10;"1";"885";"00";"T";"HT";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Holzverarbeitung";"Fachpraktikerin für Holzverarbeitung";"Fachpraktiker/-in für Holzverarbeitung";;"*****";"2230217";"TN";"**"
10;"1";"886";"00";"T";"MT";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Zerspanungsmechanik";"Fachpraktikerin für Zerspanungsmechanik";"Fachpraktiker/-in für Zerspanungsmechanik";;"*****";"2423229";"TN";"**"
10;"1";"887";"00";"T";"BT";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Tiefbau";"Fachpraktikerin für Tiefbau";"Fachpraktiker/-in für Tiefbau";;"*****";"3222202";"TN";"**"
10;"1";"888";"00";"T";"BT";"MB";"**";"****";30;"********************";"1";"Fachpraktiker im Hochbau";"Fachpraktikerin im Hochbau";"Fachpraktiker/-in im Hochbau";;"*****";"3210211";"TN";"**"
10;"1";"889";"00";"O";"OH";"MB";"**";"****";30;"********************";"1";"Fachpraktiker Service in sozialen Einrichtungen";"Fachpraktikerin Service in sozialen Einrichtungen";"Fachpraktiker/-in Service in sozialen Einrichtungen";;"*****";"8321206";"TN";"**"
10;"1";"890";"00";"O";"OH";"MB";"**";"****";30;"********************";"1";"Fachpraktiker im Lagerbereich";"Fachpraktikerin im Lagerbereich";"Fachpraktiker/in im Lagerbereich";;"*****";"5131210";"WV";"**"
10;"1";"891";"00";"O";"OH";"MB";"**";"****";30;"********************";"1";"Fachpraktiker Hauswirtschaft";"Fachpraktikerin Hauswirtschaft";"Fachpraktiker/-in Hauswirtschaft";;"*****";"8321206";"EH";"**"
10;"1";"892";"00";"*";"**";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Möbel-, Küchen- und Umzugsservice";"Fachpraktikerin für Möbel-, Küchen- und Umzugsservice";"Fachpraktiker/-in für Möbel-, Küchen- und Umzugsservice";;"*****";"2234212";"TN";"**"
10;"1";"893";"00";"*";"**";"MB";"**";"****";30;"********************";"1";"Fachpraktiker im Lebensmittelverkauf";"Fachpraktikerin im Lebensmittelverkauf";"Fachpraktiker/-in im Lebensmittelverkauf";;"*****";"6230206";"WV";"**"
10;"1";"894";"00";"T";"MT";"MB";"**";"****";30;"********************";"1";"Fachpraktiker für Zerspanungstechnik";"Fachpraktikerin für Zerspanungstechnik";"Fachpraktiker/-in für Zerspanungstechnik";;"*****";"2423229";"TN";"**"
10;"1";"895";"00";"*";"**";"MB";"**";"****";30;"********************";"2";"Fachpraktiker für technische Produktkonstruktion und  Dokumentation";"Fachpraktikerin für technische Produktkonstruktion und  Dokumentation";"Fachpraktiker/-in für technische Produktkonstruktion und  Dokumentation";;"*****";"2721220";"TN";"**"
10;"1";"896";"00";"*";"**";"MB";"**";"****";30;"********************";"2";"Fachpraktiker für personenbezogene Serviceleistungen";"Fachpraktikerin für personenbezogene Serviceleistungen";"Fachpraktikerin/Fachpraktiker für personenbezogene Serviceleistungen";;"*****";"8321205";"WV";"**"
10;"1";"897";"00";"*";"**";"MB";"**";"****";30;"********************";"2";"Fachpraktiker für Gebäudereiniger";"Fachpraktikerin für Gebäudereiniger";"Fachpraktiker/-in für Gebäudereiniger";;"*****";"5411202";"TN";"**"
10;"1";"898";"00";"*";"**";"MB";"**";"****";30;"********************";"2";"Fachpraktiker für Kreislauf- und Abfallwirtschaft";"Fachpraktikerin für Kreislauf- und Abfallwirtschaft";"Fachpraktiker/-in für Kreislauf- und Abfallwirtschaft";;"*****";"3433206";"WV";"**"
10;"1";"899";"00";"*";"**";"MB";"**";"****";30;"********************";"2";"Fachpraktiker für Informationstechnik";"Fachpraktikerin für Informationstechnik";"Fachpraktiker/-in für Informationstechnik";;"*****";"2631236";"TN";"**"
10;"1";"900";"00";"*";"**";"MB";"**";"****";30;"********************";"2";"Fachpraktiker im Gebäudeservice";"Fachpraktikerin im Gebäudeservice";"Fachpraktiker/-in im Gebäudeservice";;"*****";"********";"TN";"**"
20;"3";"101";"00";"A";"AW";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Agrarwirtschaft";"BV/Agrarwirtschaft";"BV/Agrarwirtschaft";;"11";"********";"**";"**"
20;"3";"102";"00";"O";"OH";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Ausgesiedelte Jugendliche als Förderklasse";"BV/Ausgesiedelte Jugendliche als Förderklasse";"BV/Ausgesiedelte Jugendliche als Förderklasse";;"99";"********";"**";"**"
20;"3";"103";"00";"T";"BT";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Bautechnik";"BV/Bautechnik";"BV/Bautechnik";;"32";"********";"**";"**"
20;"3";"104";"00";"T";"DT";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Drucktechnik";"BV/Drucktechnik";"BV/Drucktechnik";;"23";"********";"**";"**"
20;"3";"105";"00";"T";"ET";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Elektrotechnik";"BV/Elektrotechnik";"BV/Elektrotechnik";;"26";"********";"**";"**"
20;"3";"106";"00";"E";"EH";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Ernährung und Hauswirtschaft";"BV/Ernährung und Hauswirtschaft";"BV/Ernährung und Hauswirtschaft";;"83";"********";"**";"**"
20;"3";"107";"00";"G";"FR";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Farbtechnik und Raumgestaltung";"BV/Farbtechnik und Raumgestaltung";"BV/Farbtechnik und Raumgestaltung";;"33";"********";"**";"**"
20;"3";"108";"00";"T";"HT";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Holztechnik";"BV/Holztechnik";"BV/Holztechnik";;"22";"********";"**";"**"
20;"3";"109";"00";"T";"IT";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Informationstechnik";"BV/Informationstechnik";"BV/Informationstechnik";;"43";"********";"**";"**"
20;"3";"110";"00";"S";"KP";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Körperpflege";"BV/Körperpflege";"BV/Körperpflege";;"82";"********";"**";"**"
20;"3";"111";"00";"A";"LH";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Land- u. Hauswirtschaft";"BV/Land- u. Hauswirtschaft";"BV/Land- u. Hauswirtschaft";;"*****";"********";"**";"**"
20;"3";"112";"00";"T";"MM";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Medien";"BV/Medien";"BV/Medien";;"23";"********";"**";"**"
20;"3";"113";"00";"T";"MZ";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Medizintechnik";"BV/Medizintechnik";"BV/Medizintechnik";;"82";"********";"**";"**"
20;"3";"114";"00";"T";"MT";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Metalltechnik";"BV/Metalltechnik";"BV/Metalltechnik";;"24";"********";"**";"**"
20;"3";"115";"00";"O";"OH";"**";"**";"****";40;"Ausgelaufen";"3";"BV/ohne Schwerpunkt";"BV/ohne Schwerpunkt";"BV/ohne Schwerpunkt";;"*****";"********";"**";"**"
20;"3";"116";"00";"T";"CP";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Physik,Chemie,Biologie";"BV/Physik,Chemie,Biologie";"BV/Physik,Chemie,Biologie";;"41";"********";"**";"**"
20;"3";"117";"00";"S";"SG";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Sozial- und Gesundheitswesen";"BV/Sozial- und Gesundheitswesen";"BV/Sozial- und Gesundheitswesen";;"82";"********";"**";"**"
20;"3";"118";"00";"T";"TB";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Textiltechnik und Bekleidung";"BV/Textiltechnik und Bekleidung";"BV/Textiltechnik und Bekleidung";;"28";"********";"**";"**"
20;"3";"119";"00";"T";"VT";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Vermessungstechnik";"BV/Vermessungstechnik";"BV/Vermessungstechnik";;"31";"********";"**";"**"
20;"3";"120";"00";"W";"WV";"**";"**";"****";40;"Ausgelaufen";"3";"BV/Wirtschaft und Verwaltung";"BV/Wirtschaft und Verwaltung";"BV/Wirtschaft und Verwaltung";;"71";"********";"**";"**"
20;"3";"999";"00";"X";"XX";"**";"**";"****";50;"noch ohne Schlüssel";"3";"BV/Sonstiger Bildungsgang";"BV/Sonstiger Bildungsgang";"BV/Sonstiger Bildungsgang";;"*****";"********";"**";"**"
30;"3";"101";"00";"A";"AW";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Agrarwirtschaft";"BG/Agrarwirtschaft";"BG/Agrarwirtschaft";;"11";"********";"**";"**"
30;"3";"102";"00";"T";"BT";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Bautechnik";"BG/Bautechnik";"BG/Bautechnik";;"32";"********";"**";"**"
30;"3";"103";"00";"T";"CP";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Chemie,Physik,Biologie";"BG/Chemie,Physik,Biologie";"BG/Chemie,Physik,Biologie";;"23";"********";"**";"**"
30;"3";"104";"00";"T";"DT";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Drucktechnik";"BG/Drucktechnik";"BG/Drucktechnik";;"23";"********";"**";"**"
30;"3";"105";"00";"T";"ET";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Elektrotechnik";"BG/Elektrotechnik";"BG/Elektrotechnik";;"26";"********";"**";"**"
30;"3";"106";"00";"E";"EH";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Ernährung und Hauswirtschaft";"BG/Ernährung und Hauswirtschaft";"BG/Ernährung und Hauswirtschaft";;"83";"********";"**";"**"
30;"3";"107";"00";"G";"FR";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Farbtechnik und Raumgestaltung";"BG/Farbtechnik und Raumgestaltung";"BG/Farbtechnik und Raumgestaltung";;"33";"********";"**";"**"
30;"3";"108";"00";"T";"HT";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Holztechnik";"BG/Holztechnik";"BG/Holztechnik";;"22";"********";"**";"**"
30;"3";"109";"00";"T";"IT";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Informationstechnik";"BG/Informationstechnik";"BG/Informationstechnik";;"43";"********";"**";"**"
30;"3";"110";"00";"S";"KP";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Körperpflege";"BG/Körperpflege";"BG/Körperpflege";;"82";"********";"**";"**"
30;"3";"111";"00";"A";"LH";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Land- u. Hauswirtschaft";"BG/Land- u. Hauswirtschaft";"BG/Land- u. Hauswirtschaft";;"*****";"********";"**";"**"
30;"3";"112";"00";"T";"MM";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Medien";"BG/Medien";"BG/Medien";;"23";"********";"**";"**"
30;"3";"113";"00";"T";"MZ";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Medizintechnik";"BG/Medizintechnik";"BG/Medizintechnik";;"82";"********";"**";"**"
30;"3";"114";"00";"T";"MT";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Metalltechnik";"BG/Metalltechnik";"BG/Metalltechnik";;"24";"********";"**";"**"
30;"3";"115";"00";"O";"OH";"**";"**";"****";60;"Ausgelaufen";"3";"BG/ohne Schwerpunkt";"BG/ohne Schwerpunkt";"BG/ohne Schwerpunkt";;"*****";"********";"**";"**"
30;"3";"116";"00";"T";"CP";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Physik,Chemie,Biologie";"BG/Physik,Chemie,Biologie";"BG/Physik,Chemie,Biologie";;"41";"********";"**";"**"
30;"3";"117";"00";"S";"SG";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Sozial- und Gesundheitswesen";"BG/Sozial- und Gesundheitswesen";"BG/Sozial- und Gesundheitswesen";;"82";"********";"**";"**"
30;"3";"118";"00";"T";"TB";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Textiltechnik und Bekleidung";"BG/Textiltechnik und Bekleidung";"BG/Textiltechnik und Bekleidung";;"28";"********";"**";"**"
30;"3";"119";"00";"T";"VK";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Verkehrstechnik";"BG/Verkehrstechnik";"BG/Verkehrstechnik";;"*****";"********";"**";"**"
30;"3";"120";"00";"T";"VT";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Vermessungstechnik";"BG/Vermessungstechnik";"BG/Vermessungstechnik";;"31";"********";"**";"**"
30;"3";"121";"00";"W";"WV";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Wirtschaft und Verwaltung";"BG/Wirtschaft und Verwaltung";"BG/Wirtschaft und Verwaltung";;"71";"********";"**";"**"
30;"3";"122";"00";"T";"FT";"**";"**";"****";60;"Ausgelaufen";"3";"BG/Fahrzeugtechnik";"BG/Fahrzeugtechnik";"BG/Fahrzeugtechnik";;"25";"********";"**";"**"
30;"3";"999";"00";"X";"XX";"**";"**";"****";70;"noch ohne Schlüssel";"3";"BG/Sonstiger Bildungsgang";"BG/Sonstiger Bildungsgang";"BG/Sonstiger Bildungsgang";;"*****";"********";"**";"**"
40;"3";"999";"00";"X";"XX";"**";"**";"****";115;"noch ohne Schlüssel";"3";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";;"*****";"********";"**";"**"
50;"3";"101";"00";"S";"SG";"**";"**";"****";120;"Ausgelaufen";"3";"Praktikanten mit FO-Reife für FS der Sozialpädagogik";"Praktikantinnen mit FO-Reife für FS der Sozialpädagogik";"Praktikanten/Praktikantinnen mit FO-Reife für FS der Sozialpädagogik";;"*****";"********";"**";"**"
50;"3";"102";"00";"E";"EH";"**";"**";"****";120;"Ausgelaufen";"3";"Praktikanten mit FO-Reife für FS der Ernährung u. Hauswirtschaft";"Praktikantinnen mit FO-Reife für FS der Ernährung u. Hauswirtschaft";"Praktikanten/Praktikantinnen mit FO-Reife für FS der Ernährung u. Hauswirtschaft";;"*****";"********";"**";"**"
50;"3";"999";"00";"X";"XX";"**";"**";"****";125;"Ausgelaufen";"3";"Praktikanten: Sonstiger Bildungsgang";"Praktikanten: Sonstiger Bildungsgang";"Praktikanten/Praktikantinnen: Sonstiger Bildungsgang";;"*****";"********";"**";"**"
55;"3";"101";"00";"A";"AW";"**";"**";"****";140;"Ausgelaufen";"3";"Agrarwirtschaft";"Agrarwirtschaft";"Agrarwirtschaft";;"11";"********";"**";"**"
55;"3";"102";"00";"T";"BT";"**";"**";"****";140;"Ausgelaufen";"3";"Bautechnik";"Bautechnik";"Bautechnik";;"32";"********";"**";"**"
55;"3";"104";"00";"T";"DT";"**";"**";"****";140;"Ausgelaufen";"3";"Drucktechnik";"Drucktechnik";"Drucktechnik";;"23";"********";"**";"**"
55;"3";"105";"00";"T";"ET";"**";"**";"****";140;"Ausgelaufen";"3";"Elektrotechnik";"Elektrotechnik";"Elektrotechnik";;"26";"********";"**";"**"
55;"3";"106";"00";"E";"EH";"**";"**";"****";140;"Ausgelaufen";"3";"Ernährung und Hauswirtschaft";"Ernährung und Hauswirtschaft";"Ernährung und Hauswirtschaft";;"83";"********";"**";"**"
55;"3";"107";"00";"G";"FR";"**";"**";"****";140;"Ausgelaufen";"3";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";;"33";"********";"**";"**"
55;"3";"108";"00";"T";"HT";"**";"**";"****";140;"Ausgelaufen";"3";"Holztechnik";"Holztechnik";"Holztechnik";;"22";"********";"**";"**"
55;"3";"109";"00";"T";"IT";"**";"**";"****";140;"Ausgelaufen";"3";"Informations- und Telekommunikationstechnik";"Informations- und Telekommunikationstechnik";"Informations- und Telekommunikationstechnik";;"43";"********";"**";"**"
55;"3";"110";"00";"S";"KP";"**";"**";"****";140;"Ausgelaufen";"3";"Körperpflege";"Körperpflege";"Körperpflege";;"82";"********";"**";"**"
55;"3";"112";"00";"T";"MM";"**";"**";"****";140;"Ausgelaufen";"3";"Medien/Medientechnologie";"Medien/Medientechnologie";"Medien/Medientechnologie";;"23";"********";"**";"**"
55;"3";"113";"00";"T";"MZ";"**";"**";"****";140;"Ausgelaufen";"3";"Medizintechnik";"Medizintechnik";"Medizintechnik";;"82";"********";"**";"**"
55;"3";"114";"00";"T";"MT";"**";"**";"****";140;"Ausgelaufen";"3";"Metalltechnik";"Metalltechnik";"Metalltechnik";;"24";"********";"**";"**"
55;"3";"116";"00";"T";"CP";"**";"**";"****";140;"Ausgelaufen";"3";"Physik,Chemie,Biologie";"Physik,Chemie,Biologie";"Physik,Chemie,Biologie";;"41";"********";"**";"**"
55;"3";"117";"00";"S";"SG";"**";"**";"****";140;"Ausgelaufen";"3";"Sozial- und Gesundheitswesen";"Sozial- und Gesundheitswesen";"Sozial- und Gesundheitswesen";;"82";"********";"**";"**"
55;"3";"118";"00";"T";"TB";"**";"**";"****";140;"Ausgelaufen";"3";"Textiltechnik und Bekleidung";"Textiltechnik und Bekleidung";"Textiltechnik und Bekleidung";;"28";"********";"**";"**"
55;"3";"120";"00";"T";"VT";"**";"**";"****";140;"Ausgelaufen";"3";"Vermessungstechnik";"Vermessungstechnik";"Vermessungstechnik";;"31";"********";"**";"**"
55;"3";"121";"00";"W";"WV";"**";"**";"****";140;"Ausgelaufen";"3";"Wirtschaft und Verwaltung";"Wirtschaft und Verwaltung";"Wirtschaft und Verwaltung";;"71";"********";"**";"**"
55;"3";"122";"00";"T";"FT";"**";"**";"****";140;"Ausgelaufen";"3";"Fahrzeugtechnik";"Fahrzeugtechnik";"Fahrzeugtechnik";;"25";"********";"**";"**"
55;"3";"999";"00";"X";"XX";"**";"**";"****";142;"noch ohne Schlüssel";"3";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";;"*****";"********";"**";"**"
56;"3";"217";"00";"*";"**";"**";"**";"****";143;"Auslaufend";"2";"Florist";"Floristin";"Florist/-in";;"*****";"1220201";"GT";"**"
56;"3";"228";"00";"*";"**";"**";"**";"****";143;"Auslaufend";"2";"Friseur";"Friseurin";"Friseur/-in";;"*****";"8231201";"GE";"**"
56;"3";"257";"00";"*";"**";"**";"**";"****";143;"Auslaufend";"2";"Hauswirtschafter";"Hauswirtschafterin";"Hauswirtschafter/-in";;"*****";"8321203";"EV";"**"
